state,district,year,week_number,bottleneck_label,rationale,current_bio_updates,current_demo_updates,update_backlog,completion_rate,shap_explanation,top_feature
West Bengal,Dinajpur Uttar,2025,27,ANOMALY_DETECTED,Isolation Forest score: -0.048,0,0,0,,Feature importance analysis pending,N/A
West Bengal,Domjur,2025,49,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
West Bengal,East Midnapore,2026,1,NORMAL,No bottleneck indicators detected,17,-1,-18,-17.0,Feature importance analysis pending,N/A
West Bengal,East Midnapur,2025,52,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
West Bengal,East midnapore,2025,50,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
West Bengal,HOOGHLY,2025,52,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
West Bengal,HOWRAH,2026,1,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
West Bengal,Haora,2026,1,CAPACITY_STRAIN,High child saturation (0.58); Bio updates declining week-over-week,35,-1,-36,-35.0,Feature importance analysis pending,N/A
West Bengal,Hawrah,2025,52,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
West Bengal,Hooghiy,2025,52,NORMAL,No bottleneck indicators detected,0,-1,-1,-0.0,Feature importance analysis pending,N/A
West Bengal,Hooghly,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (3.27),340,104,-236,3.269230769230769,Feature importance analysis pending,N/A
West Bengal,Howrah,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (3.26),163,50,-113,3.26,Feature importance analysis pending,N/A
West Bengal,Hugli,2026,1,CAPACITY_STRAIN,High child saturation (1.00); Bio updates declining week-over-week,-1,-1,0,1.0,Feature importance analysis pending,N/A
West Bengal,Jalpaiguri,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (3.75),236,63,-173,3.746031746031746,Feature importance analysis pending,N/A
West Bengal,Jhargram,2026,1,NORMAL,No bottleneck indicators detected,13,-1,-14,-13.0,Feature importance analysis pending,N/A
West Bengal,KOLKATA,2025,51,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
West Bengal,Kalimpong,2026,1,NORMAL,No bottleneck indicators detected,10,-1,-11,-10.0,Feature importance analysis pending,N/A
West Bengal,Koch Bihar,2026,1,NORMAL,No bottleneck indicators detected,20,-1,-21,-20.0,Feature importance analysis pending,N/A
West Bengal,Kolkata,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (5.32),202,38,-164,5.315789473684211,Feature importance analysis pending,N/A
West Bengal,MALDA,2026,1,NORMAL,No bottleneck indicators detected,-1,0,1,,Feature importance analysis pending,N/A
West Bengal,Malda,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (2.41),292,121,-171,2.413223140495868,Feature importance analysis pending,N/A
West Bengal,Maldah,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (1.44),23,16,-7,1.4375,Feature importance analysis pending,N/A
West Bengal,Medinipur,2026,1,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
West Bengal,Medinipur West,2025,27,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
West Bengal,Murshidabad,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (2.94),508,173,-335,2.9364161849710984,Feature importance analysis pending,N/A
West Bengal,NADIA,2025,52,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
West Bengal,Nadia,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (3.44),234,68,-166,3.4411764705882355,Feature importance analysis pending,N/A
West Bengal,Naihati Anandabazar,2025,44,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
West Bengal,North 24 Parganas,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (4.52),520,115,-405,4.521739130434782,Feature importance analysis pending,N/A
West Bengal,North Dinajpur,2026,1,NORMAL,No bottleneck indicators detected,-1,-1,0,1.0,Feature importance analysis pending,N/A
West Bengal,North Twenty Four Parganas,2026,1,NORMAL,No bottleneck indicators detected,15,-1,-16,-15.0,Feature importance analysis pending,N/A
West Bengal,Paschim Bardhaman,2026,1,NORMAL,No bottleneck indicators detected,19,-1,-20,-19.0,Feature importance analysis pending,N/A
West Bengal,Paschim Medinipur,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (4.41),331,75,-256,4.413333333333333,Feature importance analysis pending,N/A
West Bengal,Purba Bardhaman,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (1.59),35,22,-13,1.5909090909090908,Feature importance analysis pending,N/A
West Bengal,Purba Medinipur,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (3.93),236,60,-176,3.933333333333333,Feature importance analysis pending,N/A
West Bengal,Purulia,2026,1,NORMAL,No bottleneck indicators detected,-1,-1,0,1.0,Feature importance analysis pending,N/A
West Bengal,Puruliya,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (1.80),182,101,-81,1.801980198019802,Feature importance analysis pending,N/A
West Bengal,South  Twenty Four Parganas,2025,50,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
West Bengal,South 24 Pargana,2026,1,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
West Bengal,South 24 Parganas,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (3.08),443,144,-299,3.076388888888889,Feature importance analysis pending,N/A
West Bengal,South 24 pargana,2025,45,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
West Bengal,South 24 parganas,2025,50,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
West Bengal,South Dinajpur,2026,1,NORMAL,No bottleneck indicators detected,-1,-1,0,1.0,Feature importance analysis pending,N/A
West Bengal,South DumDum(M),2025,50,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
West Bengal,South Twenty Four Parganas,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (1.67),25,15,-10,1.6666666666666667,Feature importance analysis pending,N/A
West Bengal,Uttar Dinajpur,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (1.89),142,75,-67,1.893333333333333,Feature importance analysis pending,N/A
West Bengal,West Medinipur,2025,52,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
West Bengal,West Midnapore,2026,1,NORMAL,No bottleneck indicators detected,20,-1,-21,-20.0,Feature importance analysis pending,N/A
West Bengal,east midnapore,2025,44,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
West Bengal,hooghly,2026,1,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
West Bengal,nadia,2025,51,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
West Bengli,Hooghly,2025,49,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
West bengal,Hooghly,2025,49,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
West bengal,South 24 Parganas,2025,52,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
West bengal,hooghly,2026,1,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Westbengal,Hooghly,2026,1,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Westbengal,Howrah,2025,49,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
andhra pradesh,chittoor,2025,52,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
andhra pradesh,rangareddi,2025,52,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
odisha,Gajapati,2025,50,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
west Bengal,South 24 Parganas,2025,51,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
